sku,title,product_type,availability,readiness_score,price_band,shipping_weight_lb,weight_band,has_gtin,gtin,url
"PB2400","1 Mil Poly Bags 16x30"" | Clear Flat Bags 1000/Case","Bags - Poly","IN_STOCK","100","75-to-200","32.619998931884766","10-to-50-lb","true","841436094177","https://packrift.com/products/16-x-30-1-mil-clear-flat-poly-bags-1000-case?variant=53473146896752"
"PB2292","1 Mil Poly Bags 8x14"" - 1000 Case | FDA Approved","Bags - Poly","IN_STOCK","100","under-25","8.020000457763672","1-to-10-lb","true","841436093811","https://packrift.com/products/8x14-1-mil-clear-flat-poly-bags-1000-case-fda-compliant?variant=53473144668528"
"PMB701296","1.1 Mil Mattress Bags 70x12x96"" | Perforated Vented","Bags - Poly","IN_STOCK","100","200-plus","59.060001373291016","50-plus-lb","true","841436053150","https://packrift.com/products/70x12x96-1-1-mil-clear-perforated-mattress-bags-roll-of-100?variant=53473284358512"
"DL704","1.25 Inch Clear Circle Mailing Labels | 1000/Roll","Labels","IN_STOCK","100","under-25","0.41999998688697815","sub-1-lb","true","841436054232","https://packrift.com/products/1-25-clear-polystyrene-circle-mailing-labels-1000-roll?variant=53442757525872"
"PB186","1.5 Mil Clear Flat Poly Bags 10x20"" | FDA Approved","Bags - Poly","IN_STOCK","100","25-to-75","20.739999771118164","10-to-50-lb","true","841436015523","https://packrift.com/products/10x20-1-5-mil-clear-flat-poly-bags-durable-protection-case-of-1000?variant=53473152041328"
"PB218","1.5 Mil Clear Flat Poly Bags 12x36"" - Case of 1000","Bags - Poly","IN_STOCK","100","75-to-200","45.119998931884766","10-to-50-lb","true","841436098151","https://packrift.com/products/12x36-1-5-mil-clear-flat-poly-bags-1000-case-pack?variant=53473152696688"
"PB237","1.5 Mil Clear Flat Poly Bags 15x18"" | Case of 1000","Bags - Poly","IN_STOCK","100","75-to-200","27.959999084472656","10-to-50-lb","true","841436015738","https://packrift.com/products/15x18-1-5-mil-clear-flat-poly-bags-economical-protection-case-of-1000?variant=53473153778032"
"PB247","1.5 Mil Clear Flat Poly Bags 16x30"" | 500/Case","Bags - Poly","IN_STOCK","100","25-to-75","24.860000610351562","10-to-50-lb","true","841436015806","https://packrift.com/products/16x30-1-5-mil-clear-flat-poly-bags-cost-effective-protection-case-of-500?variant=53473154072944"
"PB261","1.5 Mil Clear Flat Poly Bags 18x36"" | 500/Case","Bags - Poly","IN_STOCK","100","75-to-200","34.5","10-to-50-lb","true","841436015868","https://packrift.com/products/18-x-36-1-5-mil-clear-flat-poly-bags-500-case?variant=53473154433392"
"PB5","1.5 Mil Clear Flat Poly Bags 2x3"" | 1000/Case","Bags - Poly","IN_STOCK","100","under-25","0.6600000262260437","sub-1-lb","true","841436014854","https://packrift.com/products/2x3-1-5-mil-clear-flat-poly-bags-1000-case-fda-compliant?variant=53473148993904"
"PB314","1.5 Mil Clear Flat Poly Bags 32x50"" - 250 Count","Bags - Poly","IN_STOCK","100","75-to-200","41.375","10-to-50-lb","true","841436016063","https://packrift.com/products/32-x-50-1-5-mil-clear-flat-poly-bags-250-case?variant=53473155481968"
"PB89","1.5 Mil Clear Flat Poly Bags 5x15"" | Case of 1000","Bags - Poly","IN_STOCK","100","25-to-75","7.659999847412109","1-to-10-lb","true","841436015165","https://packrift.com/products/5x15-1-5-mil-clear-flat-poly-bags-economical-food-storage-case-of-1000?variant=53473150271856"
"PB220","1.5 Mil Clear Poly Bags 14x16"" | 1000/Case","Bags - Poly","IN_STOCK","100","25-to-75","22.639999389648438","10-to-50-lb","true","841436015684","https://packrift.com/products/14x16-1-5-mil-clear-flat-poly-bags-1000-case?variant=53473153581424"
"PB271","1.5 Mil Clear Poly Bags 22x24"" - 500/Case","Bags - Poly","IN_STOCK","100","75-to-200","22.139999389648438","10-to-50-lb","true","841436015929","https://packrift.com/products/22-x-24-1-5-mil-clear-flat-poly-bags-500-case?variant=53473154695536"
"PB47","1.5 Mil Clear Poly Bags 3.5x6 | Case of 1000","Bags - Poly","IN_STOCK","100","under-25","2.559999942779541","1-to-10-lb","true","841436015004","https://packrift.com/products/3-5-x-6-1-5-mil-clear-flat-poly-bags-1000-count-case?variant=53473149485424"
"PZ420","1.5 Mil Clear Poly Bags 4.75x8.25 | FDA Approved","Bags - Poly","IN_STOCK","100","25-to-75","7.599999904632568","1-to-10-lb","true","841436052238","https://packrift.com/products/4-75-x-8-25-inch-1-5-mil-clear-polypropylene-flat-bags-case-of-2000?variant=53473214497136"
"PB263","1.5 Mil Flat Poly Bags 18x26"" | 500/Case","Bags - Poly","IN_STOCK","100","25-to-75","23.299999237060547","10-to-50-lb","true","848109049458","https://packrift.com/products/18-x-26-1-5-mil-clear-flat-poly-bags-500-case?variant=53473154335088"
"PB278","1.5 Mil Flat Poly Bags 24x54"" | Case of 500","Bags - Poly","IN_STOCK","100","200-plus","64.9000015258789","50-plus-lb","true","848109049489","https://packrift.com/products/24-x-54-1-5-mil-clear-flat-poly-bags-500-case?variant=53473154957680"
"PB315","1.5 Mil Flat Poly Bags 36x48"" | 250/Case","Bags - Poly","IN_STOCK","100","75-to-200","46.95000076293945","10-to-50-lb","true","841436016070","https://packrift.com/products/36-x-48-1-5-mil-clear-flat-poly-bags-250-case?variant=53473155514736"
"PB1473","1.5 Mil Gusseted Poly Bags 12x8x20"" | Clear Expandable","Bags - Poly","IN_STOCK","100","75-to-200","39.13999938964844","10-to-50-lb","true","841436027014","https://packrift.com/products/12x8x20-1-5-mil-gusseted-poly-bags-expandable-storage-case-of-1000?variant=53473286324592"
"PB1509","1.5 Mil Gusseted Poly Bags 20x18x30"" | Case of 250","Bags - Poly","IN_STOCK","100","75-to-200","29.850000381469727","10-to-50-lb","true","841436027069","https://packrift.com/products/20x18x30-1-5-mil-gusseted-poly-bags-expandable-storage-case-of-250?variant=53473286455664"
"PB1510","1.5 Mil Gusseted Poly Bags 24x20x48"" | Packrift","Bags - Poly","IN_STOCK","100","75-to-200","44.119998931884766","10-to-50-lb","true","841436027076","https://packrift.com/products/24x20x48-1-5-mil-gusseted-poly-bags-expandable-sides-case-of-200?variant=53473286488432"
"PB1445","1.5 Mil Gusseted Poly Bags 8x4x15"" | Packrift","Bags - Poly","IN_STOCK","100","25-to-75","17.760000228881836","10-to-50-lb","true","841436026956","https://packrift.com/products/8x4x15-1-5-mil-gusseted-poly-bags-expandable-storage-case-of-1000?variant=53473286029680"
"PBG120","1.5 Mil Gusseted Polypropylene Bags | 4.5x10.75"" Clear","Bags - Poly","IN_STOCK","100","25-to-75","15.600000381469727","10-to-50-lb","true","841436052375","https://packrift.com/products/4-5x10-75-1-5-mil-gusseted-polypropylene-bags-clear-case-of-2000?variant=53473293959536"
"PBG116","1.5 Mil Gusseted Polypropylene Bags | 4x2x6"" | Case 2000","Bags - Poly","IN_STOCK","100","25-to-75","7.820000171661377","1-to-10-lb","true","848109038018","https://packrift.com/products/4x2x6-1-5-mil-gusseted-polypropylene-bags-high-clarity-case-of-2000?variant=53473293369712"
"PBG127","1.5 Mil Gusseted Polypropylene Bags | 5x3x11.5"" | Case 1000","Bags - Poly","IN_STOCK","100","25-to-75","9.399999618530273","1-to-10-lb","true","848109038070","https://packrift.com/products/5x3x11-5-1-5-mil-gusseted-polypropylene-bags-high-clarity-case-of-1000?variant=53473294057840"
"PBG131","1.5 Mil Gusseted Polypropylene Bags | 6x3.25x13.5""","Bags - Poly","IN_STOCK","100","25-to-75","12.640000343322754","10-to-50-lb","true","848109038094","https://packrift.com/products/6x3-25x13-5-1-5-mil-gusseted-polypropylene-bags-clear-case-of-1000?variant=53473294156144"
"PBG121","1.5 Mil Gusseted Polypropylene Bags | 9x4x2.75"" | FDA/USDA","Bags - Poly","IN_STOCK","100","25-to-75","13.180000305175781","10-to-50-lb","true","848109038056","https://packrift.com/products/9x4x2-75-1-5-mil-clear-gusseted-polypropylene-bags-case-of-2000?variant=53473293795696"
"PBG111","1.5 Mil Gusseted Polypropylene Bags | Clear | 2000/Case","Bags - Poly","IN_STOCK","100","25-to-75","8.819999694824219","1-to-10-lb","true","848109038001","https://packrift.com/products/3-5-x-7-5-gusseted-polypropylene-bags-1-5-mil-clear-2000-case?variant=53473293271408"
"PBG100","1.5 Mil Gusseted Polypropylene Bags | Food-Safe Storage","Bags - Poly","IN_STOCK","100","under-25","4.260000228881836","1-to-10-lb","true","841436052337","https://packrift.com/products/6-5-x-2-5-x-0-75-1-5-mil-gusseted-polypropylene-bags-case-of-2000?variant=53473293107568"
"PBG135","1.5 Mil Gusseted Polypropylene Bags 12x8x20"" | Packrift","Bags - Poly","IN_STOCK","100","75-to-200","20.719999313354492","10-to-50-lb","true","848109038131","https://packrift.com/products/12-x-8-x-20-1-5-mil-gusseted-polypropylene-bags-clear-case-of-500?variant=53473294451056"
"PBG119","1.5 Mil Gusseted Polypropylene Bags 4x2x10"" - Case 2000","Bags - Poly","IN_STOCK","100","25-to-75","12.65999984741211","10-to-50-lb","true","848109038049","https://packrift.com/products/4x2x10-1-5-mil-clear-gusseted-polypropylene-bags-case-of-2000?variant=53473293762928"
"PBG128","1.5 Mil Gusseted Polypropylene Bags 5x3x15"" | FDA Approved","Bags - Poly","IN_STOCK","100","25-to-75","9.359999656677246","1-to-10-lb","true","848109038087","https://packrift.com/products/5x3x15-1-5-mil-clear-gusseted-polypropylene-bags-case-of-1000?variant=53473294090608"
"PZ455","1.5 Mil Polypropylene Bags 10x12"" | FDA Approved","Bags - Poly","IN_STOCK","100","25-to-75","11.859999656677246","10-to-50-lb","true","841436052306","https://packrift.com/products/10x12-1-5-mil-clear-polypropylene-flat-bags-1000-count-case?variant=53473215054192"
"PZ403","1.5 Mil Polypropylene Bags 2x3"" - 10,000/Case","Bags - Poly","IN_STOCK","100","25-to-75","7.099999904632568","1-to-10-lb","true","848109036229","https://packrift.com/products/2x3-1-5-mil-clear-polypropylene-flat-bags-10-000-count?variant=53473214071152"
"PZ413","1.5 Mil Polypropylene Bags 8x4"" | FDA Food Safe","Bags - Poly","IN_STOCK","100","25-to-75","6.840000152587891","1-to-10-lb","true","848109036328","https://packrift.com/products/8x4-1-5-mil-clear-polypropylene-flat-bags-2000-case?variant=53473214398832"
"DL705","1.5"" Clear Circle Mailing Labels | 1000/Roll","Labels","IN_STOCK","100","under-25","0.5799999833106995","sub-1-lb","true","841436054249","https://packrift.com/products/1-5-clear-polystyrene-circle-mailing-labels-1000-roll?variant=53442765717872"
"DL771","1.5"" Clear Circle Mailing Labels | 20000/Roll","Labels","IN_STOCK","100","75-to-200","10.920000076293945","10-to-50-lb","true","841436057752","https://packrift.com/products/1-5-clear-polystyrene-circle-mailing-labels-20000-roll?variant=53442855960944"
"DL706","1.5"" Clear Perforated Circle Mailing Labels | 1000/Roll","Labels","IN_STOCK","100","under-25","0.5799999833106995","sub-1-lb","true","841436054256","https://packrift.com/products/1-5-clear-polystyrene-perforated-circle-mailing-labels-1000-roll?variant=53442765816176"
"DL612G","1.5"" Fluorescent Red Inventory Circle Labels | 500/Roll","Labels","IN_STOCK","100","under-25","0.30000001192092896","sub-1-lb","true","841436011600","https://packrift.com/products/1-5-fluorescent-red-circle-inventory-labels-500-roll-high-visibility-paper-tags?variant=53440383811952"
"LL301","1.5"" Glossy White Circle Laser Labels | 3000/Case","Labels","IN_STOCK","100","25-to-75","3.0799999237060547","1-to-10-lb","true","848109045337","https://packrift.com/products/1-5-glossy-white-circle-laser-labels-heat-resistant-permanent-acrylic-3000-case?variant=53473280000368"
"DL612C","1.5"" Light Blue Circle Inventory Labels | Paper | 500/Roll","Labels","IN_STOCK","100","under-25","0.30000001192092896","sub-1-lb","true","841436011563","https://packrift.com/products/1-5-light-blue-circle-inventory-labels-paper-500-roll?variant=53440326500720"
"DL612E","1.5"" White Circle Inventory Labels | 500/Roll","Labels","IN_STOCK","100","under-25","0.30000001192092896","sub-1-lb","true","841436011587","https://packrift.com/products/1-5-white-paper-circle-inventory-labels-500-roll?variant=53440359203184"
"T155000","1.5"" x 500' Water Activated Tape | Kraft Carton Sealing","Tape","IN_STOCK","100","75-to-200","24.059999465942383","10-to-50-lb","true","848109042053","https://packrift.com/products/1-5-x-500-kraft-water-activated-tape-strong-carton-seal-case-of-20?variant=53475775480176"
"T9362400","1.5"" x 60 yds Masking Tape 5.6 Mil - Case of 24","Tape","IN_STOCK","100","25-to-75","11.140000343322754","10-to-50-lb","true","848109017594","https://packrift.com/products/1-5-x-60-yds-tape-logic-2400-masking-tape-5-6-mil-case-of-24?variant=53475771679088"
"LL107","1.5x1 White Laser Labels | 5000/Case | Packrift","Labels","IN_STOCK","100","under-25","2.880000114440918","1-to-10-lb","true","841436000376","https://packrift.com/products/1-5-x-1-white-laser-labels-48lb-case-of-5000-professional-shipping-product-identification?variant=53475984507248"
"S1512K","1.5x12 Kraft Crimped End Tubes | No Tape Needed","Mailing Tubes","IN_STOCK","100","25-to-75","8.399999618530273","1-to-10-lb","true","841436022927","https://packrift.com/products/1-5-x-12-kraft-crimped-end-tubes-no-tape-required-case-of-70?variant=53473370734960"
"S1515K","1.5x15 Kraft Crimped End Mailing Tubes | 70/Case","Mailing Tubes","IN_STOCK","100","25-to-75","10.279999732971191","10-to-50-lb","true","841436018500","https://packrift.com/products/1-5-x-15-kraft-crimped-end-tubes-no-tape-needed-case-of-70?variant=53473370800496"
"S1516K","1.5x16 Kraft Crimped End Mailing Tubes | Case of 70","Mailing Tubes","IN_STOCK","100","25-to-75","8.9399995803833","1-to-10-lb","true","841436022934","https://packrift.com/products/1-5-x-16-kraft-crimped-end-tubes-no-tape-needed-case-of-70?variant=53473370833264"
"P1518K","1.5x18 Kraft Mailing Tubes with End Caps | Case of 50","Mailing Tubes","IN_STOCK","100","25-to-75","8.039999961853027","1-to-10-lb","true","841436016759","https://packrift.com/products/1-5-x-18-kraft-mailing-tubes-with-caps-50-case?variant=53474258911600"
"S1524K","1.5x24 Kraft Crimped End Tubes | Case of 70","Mailing Tubes","IN_STOCK","100","25-to-75","15.279999732971191","10-to-50-lb","true","841436017084","https://packrift.com/products/1-5-x-24-kraft-crimped-end-tubes-no-tape-needed-case-of-70?variant=53473370898800"
"P1524K","1.5x24 Kraft Mailing Tubes with End Caps | Case of 50","Mailing Tubes","IN_STOCK","100","25-to-75","11.260000228881836","10-to-50-lb","true","841436016766","https://packrift.com/products/1-5-x-24-kraft-mailing-tubes-with-caps-case-of-50?variant=53474258977136"
"P1526K","1.5x26 Kraft Mailing Tubes with End Caps | Case 50","Mailing Tubes","IN_STOCK","100","25-to-75","12.319999694824219","10-to-50-lb","true","841436089494","https://packrift.com/products/1-5-x-26-kraft-mailing-tubes-with-caps-case-of-50?variant=53474259009904"
"S1530K","1.5x30 Kraft Crimped End Mailing Tubes | Case of 70","Mailing Tubes","IN_STOCK","100","75-to-200","17","10-to-50-lb","true","841436022941","https://packrift.com/products/1-5-x-30-kraft-crimped-end-tubes-no-tape-needed-case-of-70?variant=53473370931568"
"P1530K","1.5x30 Kraft Mailing Tubes with End Caps | Case of 50","Mailing Tubes","IN_STOCK","100","25-to-75","13.520000457763672","10-to-50-lb","true","841436017770","https://packrift.com/products/1-5-x-30-kraft-mailing-tubes-with-caps-durable-spiral-wound-case-of-50?variant=53474259042672"
"P1530W","1.5x30 White Mailing Tubes with Caps | Case of 50","Mailing Tubes","IN_STOCK","100","25-to-75","15","10-to-50-lb","true","841436018326","https://packrift.com/products/1-5-x-30-white-spiral-wound-mailing-tubes-w-caps-case-of-50?variant=53476013212016"
"LL170BE","1.75x0.5 Fluorescent Pastel Blue Laser Labels - 8000/Case","Labels","IN_STOCK","100","25-to-75","2.9200000762939453","1-to-10-lb","true","841436000772","https://packrift.com/products/1-75x0-5-fluorescent-pastel-blue-laser-labels-permanent-adhesive-case-of-8000?variant=53473220919664"
"DL6779","1"" Black Circle Number Labels | 500/Roll High-Gloss","Labels","IN_STOCK","100","under-25","0.5","sub-1-lb","true","848109005034","https://packrift.com/products/1-black-circle-number-labels-500-roll-high-gloss-inventory-organization?variant=53474338603376"
"DL6551","1"" Blue Days of Week Labels - SAT Circle Labels 500/Roll","Labels","IN_STOCK","100","under-25","0.14000000059604645","sub-1-lb","true","841436012034","https://packrift.com/products/1-blue-circle-sat-days-of-week-labels-500-roll-high-gloss-paper?variant=53472966246768"
"DL7008","1"" Circle Letter Labels | Fluorescent Orange | 500/Roll","Labels","IN_STOCK","100","under-25","0.1599999964237213","sub-1-lb","true","848109067483","https://packrift.com/products/1-fluorescent-orange-circle-letter-labels-paper-500-roll?variant=53473327382896"
"DL751","1"" Circle Mailing Labels | Frosty White Paper","Labels","IN_STOCK","100","under-25","1.2200000286102295","1-to-10-lb","true","841436055277","https://packrift.com/products/1-frosty-white-circle-paper-mailing-labels-5000-roll?variant=53473264009584"
"DL6725","1"" Circle MAR Months Labels | 500/Roll | Packrift","Labels","IN_STOCK","100","under-25","0.1599999964237213","sub-1-lb","true","848109004549","https://packrift.com/products/1-circle-mar-white-paper-inventory-labels-500-roll?variant=53474322710896"
"DL702","1"" Clear Circle Mailing Labels | 5000/Roll | Packrift","Labels","IN_STOCK","100","25-to-75","1.2599999904632568","1-to-10-lb","true","841436054218","https://packrift.com/products/1-clear-polystyrene-circle-mailing-labels-professional-sealing-5000-roll?variant=53442732097904"
"T9654713PKC","1"" Clear Vinyl Tape 471 | 3M 5.2 Mil | Case of 3","Tape","IN_STOCK","100","75-to-200","1.100000023841858","1-to-10-lb","true","848109019987","https://packrift.com/products/1-x-36-yds-clear-vinyl-tape-471-fast-sealing-3-pack-case?variant=53435459895664"
"DL611B","1"" Dark Blue Inventory Circle Labels | 500/Roll","Labels","IN_STOCK","100","under-25","0.14000000059604645","sub-1-lb","true","841436011440","https://packrift.com/products/1-dark-blue-paper-inventory-circle-labels-500-roll?variant=53440209879408"
"T9158934","1"" Filament Tape 4.0 Mil | Carton Sealing - Case of 36","Tape","IN_STOCK","100","200-plus","11.899999618530273","10-to-50-lb","true","21200865206","https://packrift.com/products/1-x-60-yds-clear-filament-tape-4-0-mil-heavy-duty-carton-sealing-case-of-36?variant=53475828859248"
"DL1235","1"" Fluorescent Circle Inventory Labels | 5000 Pack","Labels","IN_STOCK","100","25-to-75","1.7599999904632568","1-to-10-lb","true","848109015873","https://packrift.com/products/1-fluorescent-circle-labels-5000-pack-5-colors-paper-inventory?variant=53439995773296"
"DL1265","1"" Fluorescent Green Inspected By Labels - 500/Roll","Labels","IN_STOCK","100","under-25","0.14000000059604645","sub-1-lb","true","848109015996","https://packrift.com/products/1-fluorescent-green-circle-inspected-by-labels-500-roll-paper?variant=53474548318576"
"DL1389FO","1"" Fluorescent Orange Removable Labels | 500/Roll","Labels","IN_STOCK","100","under-25","0.14000000059604645","sub-1-lb","true","841436004480","https://packrift.com/products/1-fluorescent-orange-removable-labels-500-roll-paper-circle-stickers?variant=53475188605296"
