term,label,url,product_count,family_count,product_type_count,sample_skus
self seal mailers,Self Seal Mailers,https://packrift.github.io/packaging-vocabulary/terms/self-seal-mailers/,107,1,1,EPM11134 B83325PK B807SS25PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 RM10SS B838 B873 B836 B871 B804SS CPM1419BK CPM1419Y B874 B805SS B829 RM5SS
reclosable bags,Reclosable Bags,https://packrift.github.io/packaging-vocabulary/terms/reclosable-bags/,106,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789
reclosable clear poly bags,Reclosable Clear Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/reclosable-clear-poly-bags/,106,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789
reclosable poly bag,Reclosable Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/reclosable-poly-bag/,106,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789
brown kraft,Brown Kraft,https://packrift.github.io/packaging-vocabulary/terms/brown-kraft/,105,2,1,ML17112K ML18123K M1183K M1294K M13102K MFL16124K ML772K ML961K M962K M1292K MFL1081K M1182K M1182DK MIBM1MK ML883K M993K MFL962K ML12122K M1184K MFL18123K ML14102K MFL20162K MFL1182K ML13133K
brown kraft mailer,Brown Kraft Mailer,https://packrift.github.io/packaging-vocabulary/terms/brown-kraft-mailer/,105,2,1,ML17112K ML18123K M1183K M1294K M13102K MFL16124K ML772K ML961K M962K M1292K MFL1081K M1182K M1182DK MIBM1MK ML883K M993K MFL962K ML12122K M1184K MFL18123K ML14102K MFL20162K MFL1182K ML13133K
chipboard boxes,Chipboard Boxes,https://packrift.github.io/packaging-vocabulary/terms/chipboard-boxes/,105,1,1,RTD5 RTC26 RT9SC RTD2 RTS87 RTC38 RT6SC RTC35W RTC35 RTC52W RT2SC RTC23W RTC42 RT8SCW RTC37 RTC39W BCF23 RTC25 RB1 GB444 GB644 RTS22W RTD7 GB126
chipboard cartons,Chipboard Cartons,https://packrift.github.io/packaging-vocabulary/terms/chipboard-cartons/,105,1,1,RTD5 RTC26 RT9SC RTD2 RTS87 RTC38 RT6SC RTC35W RTC35 RTC52W RT2SC RTC23W RTC42 RT8SCW RTC37 RTC39W BCF23 RTC25 RB1 GB444 GB644 RTS22W RTD7 GB126
kraft literature mailers,Kraft Literature Mailers,https://packrift.github.io/packaging-vocabulary/terms/kraft-literature-mailers/,105,2,1,ML17112K ML18123K M1183K M1294K M13102K MFL16124K ML772K ML961K M962K M1292K MFL1081K M1182K M1182DK MIBM1MK ML883K M993K MFL962K ML12122K M1184K MFL18123K ML14102K MFL20162K MFL1182K ML13133K
kraft mailer,Kraft Mailer,https://packrift.github.io/packaging-vocabulary/terms/kraft-mailer/,105,2,1,ML17112K ML18123K M1183K M1294K M13102K MFL16124K ML772K ML961K M962K M1292K MFL1081K M1182K M1182DK MIBM1MK ML883K M993K MFL962K ML12122K M1184K MFL18123K ML14102K MFL20162K MFL1182K ML13133K
plastic totes,Plastic Totes,https://packrift.github.io/packaging-vocabulary/terms/plastic-totes/,105,2,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL RUB116 BINPS113CL RUB118 BINPS104CL BINP1487B
plastic medical bins,Plastic Medical Bins,https://packrift.github.io/packaging-vocabulary/terms/plastic-medical-bins/,104,3,1,BING110 BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BING111 BING112 BINPS104CL
medical bins,Medical Bins,https://packrift.github.io/packaging-vocabulary/terms/medical-bins/,103,3,1,BING110 BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BING111 BING112 BINPS104CL
stackable bin boxes,Stackable Bin Boxes,https://packrift.github.io/packaging-vocabulary/terms/stackable-bin-boxes/,102,2,1,BINB412 BINB718 BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINB612 BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL
storage tape,Storage Tape,https://packrift.github.io/packaging-vocabulary/terms/storage-tape/,102,2,1,T901170 T901600T T901600 T901400 T9236100 T902400 T902220 T905600 T902600T T905700 T902700 T90222Y T905220 T905900 T90122O T90122Y T905400 T901P01 T902400T T9051000 T90222G T9052291 T902P10 T905126
easyseal,Easyseal,https://packrift.github.io/packaging-vocabulary/terms/easyseal/,101,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 RM10SS B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 RM5SS LPM833 RM3SS B875
adhesive tape,Adhesive Tape,https://packrift.github.io/packaging-vocabulary/terms/adhesive-tape/,100,2,1,T901170 T901600T T901600 T901400 T902400 T902220 T905600 T902600T T905700 T902700 T90222Y T905220 T905900 T90122O T90122Y T905400 T901P01 T902400T T9051000 T90222G T9052291 T902P10 T905126 T9016006PK
redi-strip,Redi-strip,https://packrift.github.io/packaging-vocabulary/terms/redi-strip/,99,1,1,EPM11134 B83325PK B807SS25PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 B804SS CPM1419BK CPM1419Y B874 B805SS B829 B806SS B811SS
colored tape,Colored Tape,https://packrift.github.io/packaging-vocabulary/terms/colored-tape/,98,2,1,T9236W T90222Y T9373000 T935003R T92363PKY T987100Y3PK T934300012PK T9236B T9336BY T90122O T90122Y T90222G T98718OG T92363PKG T93100312PKB T93363PKBY T9236G T93500312PKH T93500312PKB T937003R T98718R T93400312PKB T93400312PKW T988100S3PK
fluorescent labels,Fluorescent Labels,https://packrift.github.io/packaging-vocabulary/terms/fluorescent-labels/,98,1,1,DL610L DL615J LL180GN LL180PK LL184OR DL612L DL613L DL614J DL631J DL6771 DL6773 DL632L DL615L DL635J LL178BE LL173OR LL173YE LL180YE DL611L DL613K DL614K DL6736 DL6532 DL1274
mail,Mail,https://packrift.github.io/packaging-vocabulary/terms/mail/,98,1,1,PL12 PL11 PL10 PL454 PL452 PL442 PL451 PL2 PL5 PL488 PL21 PL70 PL19 PL457 PL456 PL491 PL22 PL406 PL32 PL473 PL478 PL474 PL100 PL476
mailing,Mailing,https://packrift.github.io/packaging-vocabulary/terms/mailing/,98,1,1,PL12 PL11 PL10 PL454 PL452 PL442 PL451 PL2 PL5 PL488 PL21 PL70 PL19 PL457 PL456 PL491 PL22 PL406 PL32 PL473 PL478 PL474 PL100 PL476
packing list envelope,Packing List Envelope,https://packrift.github.io/packaging-vocabulary/terms/packing-list-envelope/,98,1,1,PL12 PL11 PL10 PL454 PL452 PL442 PL451 PL2 PL5 PL488 PL21 PL70 PL19 PL457 PL456 PL491 PL22 PL406 PL32 PL473 PL478 PL474 PL100 PL476
long boxes,Long Boxes,https://packrift.github.io/packaging-vocabulary/terms/long-boxes/,97,1,1,844 1044 1055 1244 1255 1264 1263 1265 1464 1266 1466 1664 1864 34106 1844 1666 1444 1766 1686 2066 1655 1866 1477 1693
long cardboard boxes,Long Cardboard Boxes,https://packrift.github.io/packaging-vocabulary/terms/long-cardboard-boxes/,97,1,1,844 1044 1055 1244 1255 1264 1263 1265 1464 1266 1466 1664 1864 34106 1844 1666 1444 1766 1686 2066 1655 1866 1477 1693
long cartons,Long Cartons,https://packrift.github.io/packaging-vocabulary/terms/long-cartons/,97,1,1,844 1044 1055 1244 1255 1264 1263 1265 1464 1266 1466 1664 1864 34106 1844 1666 1444 1766 1686 2066 1655 1866 1477 1693
long corrugated cartons,Long Corrugated Cartons,https://packrift.github.io/packaging-vocabulary/terms/long-corrugated-cartons/,97,1,1,844 1044 1055 1244 1255 1264 1263 1265 1464 1266 1466 1664 1864 34106 1844 1666 1444 1766 1686 2066 1655 1866 1477 1693
narrow box,Narrow Box,https://packrift.github.io/packaging-vocabulary/terms/narrow-box/,97,1,1,844 1044 1055 1244 1255 1264 1263 1265 1464 1266 1466 1664 1864 34106 1844 1666 1444 1766 1686 2066 1655 1866 1477 1693
pre-wired tags,Pre-wired Tags,https://packrift.github.io/packaging-vocabulary/terms/pre-wired-tags/,95,1,1,G26052W G26059W G10043 G11053B G10063 G10073 G20003 G20033 G11083C G11053H G11053D G12083A G11083E G13013 G13053 G13073 G13083 G10013 G11043D G10103 G12053A G12083C G11083A G26203W
3 mil bag,3 Mil Bag,https://packrift.github.io/packaging-vocabulary/terms/3-mil-bag/,94,1,1,PB5232 PB745 PB945 PB5238 PB700 PB5212 PB5220 PB1672 PB905 PB1753 PB1749 PB1710 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB749 PB741 PB771 PB1770 PB883 PB903
3 mil plastic bag,3 Mil Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/3-mil-plastic-bag/,94,1,1,PB5232 PB745 PB945 PB5238 PB700 PB5212 PB5220 PB1672 PB905 PB1753 PB1749 PB1710 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB749 PB741 PB771 PB1770 PB883 PB903
3 mil poly bag,3 Mil Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/3-mil-poly-bag/,94,1,1,PB5232 PB745 PB945 PB5238 PB700 PB5212 PB5220 PB1672 PB905 PB1753 PB1749 PB1710 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB749 PB741 PB771 PB1770 PB883 PB903
3 mil polyethylene bags,3 Mil Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/3-mil-polyethylene-bags/,94,1,1,PB5232 PB745 PB945 PB5238 PB700 PB5212 PB5220 PB1672 PB905 PB1753 PB1749 PB1710 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB749 PB741 PB771 PB1770 PB883 PB903
3 mil thickness bag,3 Mil Thickness Bag,https://packrift.github.io/packaging-vocabulary/terms/3-mil-thickness-bag/,94,1,1,PB5232 PB745 PB945 PB5238 PB700 PB5212 PB5220 PB1672 PB905 PB1753 PB1749 PB1710 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB749 PB741 PB771 PB1770 PB883 PB903
colored bins,Colored Bins,https://packrift.github.io/packaging-vocabulary/terms/colored-bins/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
durable storage,Durable Storage,https://packrift.github.io/packaging-vocabulary/terms/durable-storage/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
flat front bins,Flat Front Bins,https://packrift.github.io/packaging-vocabulary/terms/flat-front-bins/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
front loading bins,Front Loading Bins,https://packrift.github.io/packaging-vocabulary/terms/front-loading-bins/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
heavy duty box,Heavy Duty Box,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-box/,94,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
label holder bins,Label Holder Bins,https://packrift.github.io/packaging-vocabulary/terms/label-holder-bins/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
open top plastic bins,Open Top Plastic Bins,https://packrift.github.io/packaging-vocabulary/terms/open-top-plastic-bins/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
parts organization,Parts Organization,https://packrift.github.io/packaging-vocabulary/terms/parts-organization/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
plastic bin boxes,Plastic Bin Boxes,https://packrift.github.io/packaging-vocabulary/terms/plastic-bin-boxes/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
plastic crate,Plastic Crate,https://packrift.github.io/packaging-vocabulary/terms/plastic-crate/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
shelving storage,Shelving Storage,https://packrift.github.io/packaging-vocabulary/terms/shelving-storage/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
stable bins,Stable Bins,https://packrift.github.io/packaging-vocabulary/terms/stable-bins/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
stack and hang bin boxes,Stack and Hang Bin Boxes,https://packrift.github.io/packaging-vocabulary/terms/stack-and-hang-bin-boxes/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
storage crate,Storage Crate,https://packrift.github.io/packaging-vocabulary/terms/storage-crate/,94,1,1,BINP1144K BINP1144Y BINP0965K BINP0965CL BINPS123B BINP1111B BINP1111R BINP1087B BINP1111K BINP1555K BINP1555G BINP1516K BINP1516B BINP1816B BINP1555CL BINP1811K BINPS103CL BINP1889B BINP1144CL BINPS113CL BINPS104CL BINP1487B BINPS105B BINPS105R
brown double wall box,Brown Double Wall Box,https://packrift.github.io/packaging-vocabulary/terms/brown-double-wall-box/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
brown double wall carton,Brown Double Wall Carton,https://packrift.github.io/packaging-vocabulary/terms/brown-double-wall-carton/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
corrugated box,Corrugated Box,https://packrift.github.io/packaging-vocabulary/terms/corrugated-box/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
double wall box,Double Wall Box,https://packrift.github.io/packaging-vocabulary/terms/double-wall-box/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
double wall carton,Double Wall Carton,https://packrift.github.io/packaging-vocabulary/terms/double-wall-carton/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
heavy duty double wall box,Heavy Duty Double Wall Box,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-double-wall-box/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
heavy duty double wall carton,Heavy Duty Double Wall Carton,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-double-wall-carton/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
kraft double wall box,Kraft Double Wall Box,https://packrift.github.io/packaging-vocabulary/terms/kraft-double-wall-box/,93,1,1,HD101010DW HD121210DW HD18128DW HD181210DW HD181812DW HD161212DW HD141414DW KEG12 HD18126DW HD121010DW HD141010DW HD16168DW HD201616DW HD241212DW HD241616DW HD362412DW HD241812DW HD361212DW HD181412DW HD242012DW HD181414DW HD322424DW HD161210DW KEG1
rectangle labels,Rectangle Labels,https://packrift.github.io/packaging-vocabulary/terms/rectangle-labels/,93,1,1,DL632A LL117 LL180GN LL180PK LL184OR LL109MC LL124MC LL129MC DL631J DL632L LL137 DL635J LL178BE LL173OR LL173YE LL180YE LL264 LL107MC LL127 LL179YE LL185PK LL131MC LL130MC DL630J
1.5 mil bag,1.5 Mil Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-bag/,92,1,1,PMR081015 PB220 PRR121515 PB280 PMR121615 PB285 PMR222415 PB255 PB1473 PB115 PRR121215 PB260 PB1480 PB30 PB60 PB1400 PRR060915 PBG110 PB200 PB1445 PB1495 PB230 PB315 PMR101515100
1.5 mil plastic bag,1.5 Mil Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-plastic-bag/,92,1,1,PMR081015 PB220 PRR121515 PB280 PMR121615 PB285 PMR222415 PB255 PB1473 PB115 PRR121215 PB260 PB1480 PB30 PB60 PB1400 PRR060915 PBG110 PB200 PB1445 PB1495 PB230 PB315 PMR101515100
1.5 mil poly bag,1.5 Mil Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-poly-bag/,92,1,1,PMR081015 PB220 PRR121515 PB280 PMR121615 PB285 PMR222415 PB255 PB1473 PB115 PRR121215 PB260 PB1480 PB30 PB60 PB1400 PRR060915 PBG110 PB200 PB1445 PB1495 PB230 PB315 PMR101515100
1.5 mil thickness bag,1.5 Mil Thickness Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-thickness-bag/,92,1,1,PMR081015 PB220 PRR121515 PB280 PMR121615 PB285 PMR222415 PB255 PB1473 PB115 PRR121215 PB260 PB1480 PB30 PB60 PB1400 PRR060915 PBG110 PB200 PB1445 PB1495 PB230 PB315 PMR101515100
flat boxes,Flat Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat cardboard boxes,Flat Cardboard Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-cardboard-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat cardboard cartons,Flat Cardboard Cartons,https://packrift.github.io/packaging-vocabulary/terms/flat-cardboard-cartons/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat cardboard shipping boxes,Flat Cardboard Shipping Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-cardboard-shipping-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat corrugated boxes,Flat Corrugated Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-corrugated-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat corrugated cartons,Flat Corrugated Cartons,https://packrift.github.io/packaging-vocabulary/terms/flat-corrugated-cartons/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat corrugated shipping boxes,Flat Corrugated Shipping Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-corrugated-shipping-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat kraft cardboard boxes,Flat Kraft Cardboard Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-kraft-cardboard-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat kraft cardboard cartons,Flat Kraft Cardboard Cartons,https://packrift.github.io/packaging-vocabulary/terms/flat-kraft-cardboard-cartons/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat kraft cardboard shipping boxes,Flat Kraft Cardboard Shipping Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-kraft-cardboard-shipping-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat kraft corrugated boxes,Flat Kraft Corrugated Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-kraft-corrugated-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat kraft corrugated cartons,Flat Kraft Corrugated Cartons,https://packrift.github.io/packaging-vocabulary/terms/flat-kraft-corrugated-cartons/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
flat kraft corrugated shipping boxes,Flat Kraft Corrugated Shipping Boxes,https://packrift.github.io/packaging-vocabulary/terms/flat-kraft-corrugated-shipping-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
shallow depth cardboard boxes,Shallow Depth Cardboard Boxes,https://packrift.github.io/packaging-vocabulary/terms/shallow-depth-cardboard-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
shallow depth corrugated boxes,Shallow Depth Corrugated Boxes,https://packrift.github.io/packaging-vocabulary/terms/shallow-depth-corrugated-boxes/,91,1,1,863 1083 1293 1294 1182 12103 10103 12105 12104 15104 1292 14113 1283 15105 14114 18104 1082 20104 13134 14124 1073 16124 15124 24206
kraft cardboard mailers,Kraft Cardboard Mailers,https://packrift.github.io/packaging-vocabulary/terms/kraft-cardboard-mailers/,88,1,1,M642K M743K M752K M1044K M664K MFJKRAFT M24206 M30226 M432K M632K M442K M542K M552K M543K M742K M643K M842K M644K M843K M844K M944K M653K M1244K M862K
kraft corrugated mailers,Kraft Corrugated Mailers,https://packrift.github.io/packaging-vocabulary/terms/kraft-corrugated-mailers/,88,1,1,M642K M743K M752K M1044K M664K MFJKRAFT M24206 M30226 M432K M632K M442K M542K M552K M543K M742K M643K M842K M644K M843K M844K M944K M653K M1244K M862K
reclosable zipper bags,Reclosable Zipper Bags,https://packrift.github.io/packaging-vocabulary/terms/reclosable-zipper-bags/,88,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789 PB3692
zipper bags,Zipper Bags,https://packrift.github.io/packaging-vocabulary/terms/zipper-bags/,88,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789 PB3692
zipper closure bags,Zipper Closure Bags,https://packrift.github.io/packaging-vocabulary/terms/zipper-closure-bags/,88,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789 PB3692
